t,x,y,z,roll,pitch,yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.0061664797575726425,0.016925685183614484,0.007903185981486913,-0.943947973201771,-1.0848801003368485,0.8924915112591609
0.06666666666666667,0.012332959515145285,0.03385137036722897,0.015806371962973825,-1.887895946403542,-2.169760200673697,1.7849830225183219
0.1,0.018499439272717928,0.050777055550843456,0.023709557944460738,-2.831843919605313,-3.2546403010105456,2.677474533777483
0.13333333333333333,0.02466591903029057,0.06770274073445794,0.03161274392594765,-3.775791892807084,-4.339520401347394,3.5699660450366437
0.16666666666666666,0.030832398787863213,0.08462842591807242,0.03951592990743456,-4.719739866008855,-5.424400501684242,4.462457556295805
0.2,0.036998878545435855,0.1015541111016869,0.047419115888921476,-5.663687839210627,-6.50928060202109,5.354949067554966
0.23333333333333334,0.043165358303008494,0.11847979628530138,0.05532230187040839,-6.607635812412398,-7.5941607023579385,6.2474405788141265
0.26666666666666666,0.04933183806058114,0.13540548146891587,0.0632254878518953,-7.551583785614169,-8.679040802694788,7.139932090073287
0.3,0.055498317818153786,0.15233116665253035,0.07112867383338221,-8.49553175881594,-9.763920903031636,8.032423601332448
0.3333333333333333,0.06166479757572643,0.16925685183614483,0.07903185981486913,-9.43947973201771,-10.848801003368484,8.92491511259161
0.36666666666666664,0.06783127733329908,0.18618253701975931,0.08693504579635604,-10.383427705219482,-11.933681103705332,9.81740662385077
0.4,0.07399775709087172,0.2031082222033738,0.09483823177784295,-11.327375678421253,-13.01856120404218,10.709898135109931
0.43333333333333335,0.08016423684844437,0.22003390738698828,0.10274141775932986,-12.271323651623025,-14.103441304379029,11.602389646369092
0.4666666666666667,0.08633071660601702,0.23695959257060276,0.11064460374081678,-13.215271624824796,-15.188321404715877,12.494881157628253
0.5,0.09249719636358966,0.25388527775421726,0.11854778972230369,-14.159219598026567,-16.273201505052725,13.387372668887414
0.5333333333333333,0.09866367612116231,0.27081096293783175,0.1264509757037906,-15.103167571228338,-17.358081605389575,14.279864180146575
0.5666666666666667,0.10483015587873495,0.2877366481214462,0.13435416168527753,-16.04711554443011,-18.442961705726425,15.172355691405736
0.6,0.1109966356363076,0.3046623333050607,0.14225734766676446,-16.99106351763188,-19.527841806063275,16.064847202664897
0.6333333333333333,0.11716311539388025,0.3215880184886752,0.15016053364825138,-17.93501149083365,-20.612721906400125,16.95733871392406
0.6666666666666666,0.12332959515145289,0.33851370367228967,0.1580637196297383,-18.878959464035418,-21.697602006736975,17.84983022518322
0.7,0.12949607490902554,0.35543938885590415,0.16596690561122523,-19.822907437237188,-22.782482107073825,18.742321736442378
0.7333333333333333,0.13566255466659818,0.37236507403951863,0.17387009159271216,-20.766855410438957,-23.867362207410675,19.634813247701537
0.7666666666666666,0.14182903442417083,0.3892907592231331,0.1817732775741991,-21.710803383640727,-24.952242307747525,20.527304758960696
0.8,0.14799551418174348,0.4062164444067476,0.18967646355568601,-22.654751356842496,-26.037122408084375,21.419796270219855
0.8333333333333334,0.15416199393931612,0.42314212959036207,0.19757964953717294,-23.598699330044266,-27.122002508421225,22.312287781479014
0.8666666666666667,0.16032847369688877,0.44006781477397655,0.20548283551865987,-24.542647303246035,-28.206882608758075,23.204779292738174
0.9,0.16649495345446141,0.45699349995759103,0.2133860215001468,-25.486595276447805,-29.291762709094925,24.097270803997333
0.9333333333333333,0.17266143321203406,0.4739191851412055,0.22128920748163372,-26.430543249649574,-30.376642809431775,24.989762315256492
0.9666666666666667,0.1788279129696067,0.49084487032482,0.22919239346312065,-27.374491222851344,-31.461522909768625,25.88225382651565
1.0,0.18278198536393675,0.4579799934325435,0.22699098760440764,-28.318439196053113,-32.54640301010547,26.77474533777481
1.0333333333333332,0.1867360577582668,0.42511511654026696,0.22478958174569463,-29.262387169254882,-33.63128311044232,27.66723684903397
1.0666666666666667,0.19069013015259684,0.39225023964799044,0.22258817588698163,-30.206335142456652,-34.716163210779165,28.55972836029313
1.1,0.19464420254692688,0.3593853627557139,0.22038677002826862,-31.15028311565842,-35.80104331111601,29.452219871552288
1.1333333333333333,0.19859827494125692,0.3265204858634374,0.2181853641695556,-31.641682112666185,-34.58726989708285,28.31437324345906
1.1666666666666667,0.20255234733558697,0.2936556089711609,0.2159839583108426,-32.13308110967395,-33.373496483049685,27.17652661536583
1.2,0.206506419729917,0.26079073207888437,0.2137825524521296,-32.624480106681716,-32.15972306901652,26.0386799872726
1.2333333333333334,0.21046049212424706,0.22792585518660785,0.2115811465934166,-33.11587910368948,-30.94594965498336,24.900833359179373
1.2666666666666666,0.2144145645185771,0.19506097829433133,0.20937974073470358,-33.60727810069724,-29.732176240950196,23.762986731086144
1.3,0.21836863691290714,0.16219610140205482,0.20717833487599058,-34.09867709770501,-28.518402826917033,22.625140102992916
1.3333333333333333,0.2223227093072372,0.1293312245097783,0.20497692901727757,-34.59007609471277,-27.30462941288387,21.487293474899687
1.3666666666666667,0.22627678170156723,0.09646634761750178,0.20277552315856456,-35.081475091720534,-26.090855998850706,20.349446846806458
1.4,0.23023085409589727,0.06360147072522526,0.20057411729985156,-33.25203824809011,-25.900214308779308,19.37815411094368
1.4333333333333333,0.23418492649022732,0.03073659383294875,0.19837271144113855,-31.422601404459684,-25.70957261870791,18.4068613750809
1.4666666666666666,0.23813899888455736,-0.0021282830593277596,0.19617130558242554,-29.59316456082926,-25.51893092863651,17.435568639218122
1.5,0.2420930712788874,-0.03499315995160427,0.19396989972371254,-27.763727717198833,-25.328289238565112,16.464275903355343
1.5333333333333332,0.24604714367321745,-0.06785803684388078,0.19176849386499953,-25.934290873568408,-25.137647548493714,15.492983167492566
1.5666666666666667,0.2500012160675475,-0.1007229137361573,0.18956708800628652,-24.104854029937982,-24.947005858422315,14.52169043162979
1.6,0.25395528846187754,-0.13358779062843382,0.18736568214757351,-22.275417186307557,-24.756364168350917,13.550397695767012
1.6333333333333333,0.2579093608562076,-0.16645266752071033,0.1851642762888605,-20.44598034267713,-24.56572247827952,12.579104959904235
1.6666666666666667,0.2618634332505376,-0.19931754441298685,0.1829628704301475,-18.616543499046706,-24.37508078820812,11.607812224041458
1.7,0.26581750564486767,-0.23218242130526337,0.1807614645714345,-16.78710665541628,-24.18443909813672,10.636519488178681
